protein_id,contig_id,keywords
NP_666540.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp06 
NP_666541.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp07 
NP_666542.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp08 
NP_666543.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp09 
NP_666544.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp10 
NP_666545.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp11 
NP_666546.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp12 
NP_666547.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp13 
NP_666548.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp14 
NP_666549.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp15 
NP_666550.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp16 
NP_666551.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp17 
NP_666552.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp18 
NP_666553.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp19 
NP_666554.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp20 
NP_666555.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp21 
NP_666556.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp22 
NP_666557.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp23 
NP_666558.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp24 
NP_666559.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp25 
NP_666560.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp26 
NP_666561.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp27 
NP_666562.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp28 
NP_666563.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp29 
NP_666564.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp30 
NP_666565.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp31 
NP_666566.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp32 
NP_666567.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp33 
NP_666568.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp34 
NP_666569.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp35 
NP_666570.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp36 
NP_666571.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp37 
NP_666572.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp38 
NP_666573.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp39 
NP_666574.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp40 
NP_666575.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp41 
NP_666576.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp42 
NP_666577.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp43 
NP_666578.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp44 
NP_666579.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp45 
NP_666580.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp46 
NP_666581.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp47 
NP_666582.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp48 
NP_666583.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp49 
NP_666584.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp50 
NP_666585.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp51 
NP_666586.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp52 
NP_666587.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp53 
NP_666588.1,Sulfolobus islandicus rod-shaped virus 2,hypothetical protein SIRV2gp54 
NP_666589.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp01 
NP_666590.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp02 
NP_666591.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp03 
NP_666592.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp04 
NP_666593.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp05 
NP_666594.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp06 
NP_666595.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp07 
NP_666596.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp08 
NP_666597.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp09 
NP_666598.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp10 
NP_666599.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp11 
NP_666600.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp12 
NP_666601.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp13 
NP_666602.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp14 
NP_666603.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp15 
NP_666604.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp16 
NP_666605.1,Sulfolobus islandicus rod-shaped virus 1,dUTPase 
NP_666606.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp18 
NP_666607.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp19 
NP_666608.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp20 
NP_666609.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp21 
NP_666610.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp22 
NP_666611.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp23 
NP_666612.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp24 
NP_666613.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp25 
NP_666614.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp26 
NP_666615.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp27 
NP_666616.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp28 
NP_666617.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp29 
NP_666618.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp30 
NP_666619.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp31 
NP_666620.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp32 
NP_666621.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp33 
NP_666622.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp34 
NP_666623.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp35 
NP_666624.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp36 
NP_666625.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp37 
NP_666626.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp38 
NP_666627.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp39 
NP_666628.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp40 
NP_666629.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp41 
NP_666630.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp42 
NP_666631.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp43 
NP_666632.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp44 
NP_666633.1,Sulfolobus islandicus rod-shaped virus 1,hypothetical protein SIRV1gp45 
NP_861589.1,Halovirus HF1,hypothetical protein HalHV1gp001 
NP_861590.1,Halovirus HF1,hypothetical protein HalHV1gp002 
NP_861591.1,Halovirus HF1,hypothetical protein HalHV1gp003 
NP_861592.1,Halovirus HF1,hypothetical protein HalHV1gp004 
NP_861593.1,Halovirus HF1,hypothetical protein HalHV1gp005 
NP_861594.1,Halovirus HF1,hypothetical protein HalHV1gp006 
NP_861595.1,Halovirus HF1,hypothetical protein HalHV1gp007 
NP_861596.1,Halovirus HF1,hypothetical protein HalHV1gp008 
NP_861597.1,Halovirus HF1,hypothetical protein HalHV1gp009 
NP_861598.1,Halovirus HF1,hypothetical protein HalHV1gp010 
NP_861599.1,Halovirus HF1,hypothetical protein HalHV1gp011 
NP_861600.1,Halovirus HF1,hypothetical protein HalHV1gp012 
NP_861601.1,Halovirus HF1,hypothetical protein HalHV1gp013 
NP_861602.1,Halovirus HF1,hypothetical protein HalHV1gp014 
NP_861603.1,Halovirus HF1,hypothetical protein HalHV1gp015 
NP_861604.1,Halovirus HF1,hypothetical protein HalHV1gp016 
NP_861605.1,Halovirus HF1,hypothetical protein HalHV1gp017 
NP_861606.1,Halovirus HF1,hypothetical protein HalHV1gp018 
NP_861607.1,Halovirus HF1,ATP-dependent helicase 
NP_861608.1,Halovirus HF1,hypothetical protein HalHV1gp020 
NP_861609.1,Halovirus HF1,hypothetical protein HalHV1gp021 
NP_861610.1,Halovirus HF1,hypothetical protein HalHV1gp022 
NP_861611.1,Halovirus HF1,hypothetical protein HalHV1gp023 
NP_861612.1,Halovirus HF1,hypothetical protein HalHV1gp024 
NP_861613.1,Halovirus HF1,hypothetical protein HalHV1gp025 
NP_861614.1,Halovirus HF1,hypothetical protein HalHV1gp026 
NP_861615.1,Halovirus HF1,hypothetical protein HalHV1gp027 
NP_861616.1,Halovirus HF1,hypothetical protein HalHV1gp028 
NP_861617.1,Halovirus HF1,hypothetical protein HalHV1gp029 
NP_861618.1,Halovirus HF1,similar to COG330 
NP_861619.1,Halovirus HF1,hypothetical protein HalHV1gp031 
NP_861620.1,Halovirus HF1,hypothetical protein HalHV1gp032 
NP_861621.1,Halovirus HF1,hypothetical protein HalHV1gp033 
NP_861622.1,Halovirus HF1,hypothetical protein HalHV1gp034 
NP_861623.1,Halovirus HF1,hypothetical protein HalHV1gp035 
NP_861624.1,Halovirus HF1,hypothetical protein HalHV1gp036 
NP_861625.1,Halovirus HF1,hypothetical protein HalHV1gp037 
NP_861626.1,Halovirus HF1,similar to YonJ 
NP_861627.1,Halovirus HF1,hypothetical protein HalHV1gp039 
NP_861628.1,Halovirus HF1,hypothetical protein HalHV1gp040 
NP_861629.1,Halovirus HF1,hypothetical protein HalHV1gp041 
NP_861630.1,Halovirus HF1,hypothetical protein HalHV1gp042 
NP_861631.1,Halovirus HF1,hypothetical protein HalHV1gp043 
NP_861632.1,Halovirus HF1,hypothetical protein HalHV1gp044 
NP_861633.1,Halovirus HF1,hypothetical protein HalHV1gp045 
NP_861634.1,Halovirus HF1,hypothetical protein HalHV1gp046 
NP_861635.1,Halovirus HF1,hypothetical protein HalHV1gp047 
NP_861636.1,Halovirus HF1,hypothetical protein HalHV1gp048 
NP_861637.1,Halovirus HF1,hypothetical protein HalHV1gp049 
NP_861638.1,Halovirus HF1,hypothetical protein HalHV1gp050 
NP_861639.1,Halovirus HF1,hypothetical protein HalHV1gp051 
NP_861640.1,Halovirus HF1,hypothetical protein HalHV1gp052 
NP_861641.1,Halovirus HF1,hypothetical protein HalHV1gp053 
NP_861642.1,Halovirus HF1,putative DNA-dependent DNA polymerase 
NP_861643.1,Halovirus HF1,hypothetical protein HalHV1gp055 
NP_861644.1,Halovirus HF1,similar to phage C31 gp16 
NP_861645.1,Halovirus HF1,similar to dCTP deaminases 
NP_861646.1,Halovirus HF1,hypothetical protein HalHV1gp058 
NP_861647.1,Halovirus HF1,hypothetical protein HalHV1gp059 
NP_861648.1,Halovirus HF1,hypothetical protein HalHV1gp060 
NP_861649.1,Halovirus HF1,hypothetical protein HalHV1gp061 
NP_861650.1,Halovirus HF1,similar to RTCB protein 
NP_861651.1,Halovirus HF1,hypothetical protein HalHV1gp063 
NP_861652.1,Halovirus HF1,hypothetical protein HalHV1gp064 
NP_861653.1,Halovirus HF1,hypothetical protein HalHV1gp065 
NP_861654.1,Halovirus HF1,putative methyltransferase-endonuclease 
NP_861655.1,Halovirus HF1,ribonucleotide reductase 
NP_861656.1,Halovirus HF1,hypothetical protein HalHV1gp068 
NP_861657.1,Halovirus HF1,hypothetical protein HalHV1gp069 
NP_861658.1,Halovirus HF1,hypothetical protein HalHV1gp070 
NP_861659.1,Halovirus HF1,hypothetical protein HalHV1gp071 
NP_861660.1,Halovirus HF1,hypothetical protein HalHV1gp072 
NP_861661.1,Halovirus HF1,hypothetical protein HalHV1gp073 
NP_861662.1,Halovirus HF1,hypothetical protein HalHV1gp074 
NP_861663.1,Halovirus HF1,hypothetical protein HalHV1gp075 
NP_861664.1,Halovirus HF1,hypothetical protein HalHV1gp076 
NP_861665.1,Halovirus HF1,hypothetical protein HalHV1gp077 
NP_861666.1,Halovirus HF1,hypothetical protein HalHV1gp078 
NP_861667.1,Halovirus HF1,hypothetical protein HalHV1gp079 
NP_861668.1,Halovirus HF1,hypothetical protein HalHV1gp080 
NP_861669.1,Halovirus HF1,hypothetical protein HalHV1gp081 
NP_861670.1,Halovirus HF1,hypothetical protein HalHV1gp082 
NP_861671.1,Halovirus HF1,hypothetical protein HalHV1gp083 
NP_861672.1,Halovirus HF1,hypothetical protein HalHV1gp084 
NP_861673.1,Halovirus HF1,hypothetical protein HalHV1gp085 
NP_861674.1,Halovirus HF1,hypothetical protein HalHV1gp086 
NP_861675.1,Halovirus HF1,hypothetical protein HalHV1gp087 
NP_861676.1,Halovirus HF1,hypothetical protein HalHV1gp088 
NP_861677.1,Halovirus HF1,hypothetical protein HalHV1gp089 
NP_861678.1,Halovirus HF1,hypothetical protein HalHV1gp090 
NP_861679.1,Halovirus HF1,hypothetical protein HalHV1gp091 
NP_861680.1,Halovirus HF1,hypothetical protein HalHV1gp092 
NP_861681.1,Halovirus HF1,hypothetical protein HalHV1gp093 
NP_861682.1,Halovirus HF1,hypothetical protein HalHV1gp094 
NP_861683.1,Halovirus HF1,hypothetical protein HalHV1gp095 
NP_861684.1,Halovirus HF1,hypothetical protein HalHV1gp096 
NP_861685.1,Halovirus HF1,hypothetical protein HalHV1gp097 
NP_861686.1,Halovirus HF1,hypothetical protein HalHV1gp098 
NP_861687.1,Halovirus HF1,hypothetical protein HalHV1gp099 
NP_861688.1,Halovirus HF1,hypothetical protein HalHV1gp100 
NP_861689.1,Halovirus HF1,hypothetical protein HalHV1gp101 
NP_861690.1,Halovirus HF1,hypothetical protein HalHV1gp102 
NP_944453.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p01 
NP_944454.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p02 
NP_944455.1,Sulfolobus spindle-shaped virus 2,NTP-binding motif containing protein 
NP_944456.1,Sulfolobus spindle-shaped virus 2,integrase 
NP_944457.1,Sulfolobus spindle-shaped virus 2,ORF 68 
NP_944458.1,Sulfolobus spindle-shaped virus 2,ORF 55a 
NP_944459.1,Sulfolobus spindle-shaped virus 2,ORF 55b 
NP_944460.1,Sulfolobus spindle-shaped virus 2,ORF 70 
NP_944461.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p09 
NP_944462.1,Sulfolobus spindle-shaped virus 2,ORF 310 
NP_944463.1,Sulfolobus spindle-shaped virus 2,ORF 106 
NP_944464.1,Sulfolobus spindle-shaped virus 2,helix-turn-helix protein 
NP_944465.1,Sulfolobus spindle-shaped virus 2,ORF 61 
NP_944466.1,Sulfolobus spindle-shaped virus 2,ORF 72 
NP_944467.1,Sulfolobus spindle-shaped virus 2,ORF 79a 
NP_944468.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p16 
NP_944469.1,Sulfolobus spindle-shaped virus 2,ORF 88a 
NP_944470.1,Sulfolobus spindle-shaped virus 2,ribbon-helix-helix domain containing protein 
NP_944471.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p19 
NP_944472.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p20 
NP_944473.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p21 
NP_944474.1,Sulfolobus spindle-shaped virus 2,CRISPR-associated Cas4-like protein 
NP_944475.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p23 
NP_944476.1,Sulfolobus spindle-shaped virus 2,ORF 305 
NP_944477.1,Sulfolobus spindle-shaped virus 2,ORF 126 
NP_944478.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p26 
NP_944479.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p27 
NP_944480.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p28 
NP_944481.1,Sulfolobus spindle-shaped virus 2,putative HTH transcription regulator 
NP_944482.1,Sulfolobus spindle-shaped virus 2,ORF 88b 
NP_944483.1,Sulfolobus spindle-shaped virus 2,structural protein VP3 
NP_944484.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p32 
NP_944485.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p33 
NP_944486.1,Sulfolobus spindle-shaped virus 2,hypothetical protein SSV2p34 
YP_001210305.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp01 
YP_001210306.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp02 
YP_001210307.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp03 
YP_001210308.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp04 
YP_001210309.1,Acidianus bottle-shaped virus,putative protein-primed DNA polymerase 
YP_001210310.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp06 
YP_001210311.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp07 
YP_001210312.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp08 
YP_001210313.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp09 
YP_001210314.1,Acidianus bottle-shaped virus,putative thymidylate kinase 
YP_001210315.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp11 
YP_001210316.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp12 
YP_001210317.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp13 
YP_001210318.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp14 
YP_001210319.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp15 
YP_001210320.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp16 
YP_001210321.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp17 
YP_001210322.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp18 
YP_001210323.1,Acidianus bottle-shaped virus,putative glycosyl transferase 
YP_001210324.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp20 
YP_001210325.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp21 
YP_001210326.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp22 
YP_001210327.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp23 
YP_001210328.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp24 
YP_001210329.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp25 
YP_001210330.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp26 
YP_001210331.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp27 
YP_001210332.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp28 
YP_001210333.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp29 
YP_001210334.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp30 
YP_001210335.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp31 
YP_001210336.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp32 
YP_001210337.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp33 
YP_001210338.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp34 
YP_001210339.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp35 
YP_001210340.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp36 
YP_001210341.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp37 
YP_001210342.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp38 
YP_001210343.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp39 
YP_001210344.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp40 
YP_001210345.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp41 
YP_001210346.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp42 
YP_001210347.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp43 
YP_001210348.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp44 
YP_001210349.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp45 
YP_001210350.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp46 
YP_001210351.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp47 
YP_001210352.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp48 
YP_001210353.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp49 
YP_001210354.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp50 
YP_001210355.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp51 
YP_001210356.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp52 
YP_001210357.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp53 
YP_001210358.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp54 
YP_001210359.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp55 
YP_001210360.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp56 
YP_001210361.1,Acidianus bottle-shaped virus,hypothetical protein ABV_gp57 
YP_001294052.1,Pyrococcus abyssi virus 1,ribbon-helix-helix protein 
YP_001294053.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294054.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF87 
YP_001294055.1,Pyrococcus abyssi virus 1,winged helix 
YP_001294056.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294057.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF180a 
YP_001294058.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF62 
YP_001294059.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF82 
YP_001294060.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294061.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294062.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF158 
YP_001294063.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294064.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294065.1,Pyrococcus abyssi virus 1,concanavalin A-like lectin/glucanase 
YP_001294066.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294067.1,Pyrococcus abyssi virus 1,concanavalin A-like lectin/glucanase 
YP_001294068.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294069.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF89 
YP_001294070.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF180b 
YP_001294071.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF137 
YP_001294072.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF375 
YP_001294073.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF898 
YP_001294074.1,Pyrococcus abyssi virus 1,membrane protein 
YP_001294075.1,Pyrococcus abyssi virus 1,hypothetical protein PAV1_ORF190 
YP_001294076.1,Pyrococcus abyssi virus 1,leucine zipper and winged helix DNA-binding domain 
YP_001496926.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp01 
YP_001496927.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp02 
YP_001496928.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp03 
YP_001496929.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp04 
YP_001496930.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp05 
YP_001496931.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp06 
YP_001496932.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp07 
YP_001496933.1,Acidianus filamentous virus 2,putative regulatory protein 
YP_001496934.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp09 
YP_001496935.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp10 
YP_001496936.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp11 
YP_001496937.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp12 
YP_001496938.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp13 
YP_001496939.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp14 
YP_001496940.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp15 
YP_001496941.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp16 
YP_001496942.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp17 
YP_001496943.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp18 
YP_001496944.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp19 
YP_001496945.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp20 
YP_001496946.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp21 
YP_001496947.1,Acidianus filamentous virus 2,putative glycosyl transferase 
YP_001496948.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp23 
YP_001496949.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp24 
YP_001496950.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp25 
YP_001496951.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp26 
YP_001496952.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp27 
YP_001496953.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp28 
YP_001496954.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp29 
YP_001496955.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp30 
YP_001496956.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp31 
YP_001496957.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp32 
YP_001496958.1,Acidianus filamentous virus 2,putative glycosyl transferase 
YP_001496959.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp34 
YP_001496960.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp35 
YP_001496961.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp36 
YP_001496962.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp37 
YP_001496963.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp38 
YP_001496964.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp39 
YP_001496965.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp40 
